Id,Label,timeset,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles
868,868,,2,7,0.216093,0.2239,61.551306,0,0
632,632,,3,7,0.207692,0.216328,161.087598,0,0
987,987,,2,7,0.212418,0.222015,94.127521,0,0
681,681,,3,7,0.197509,0.205477,180.656895,0,0
881,881,,2,7,0.210537,0.218855,82.51121,0,0
794,794,,2,7,0.217979,0.226329,16.555457,0,0
999,999,,2,7,0.208342,0.216905,41.031816,0,0
829,829,,2,6,0.219947,0.228145,87.343609,0,0
694,694,,2,7,0.206405,0.214703,89.729197,0,0
938,938,,2,7,0.19996,0.207229,32.166189,0,0
943,943,,2,7,0.20235,0.209266,35.819372,0,0
871,871,,2,7,0.21817,0.227671,70.324276,0,0
798,798,,2,7,0.216234,0.225194,112.542822,0,0
582,582,,2,7,0.203255,0.211678,41.692468,0,0
630,630,,2,7,0.19338,0.200968,45.282612,0,0
791,791,,2,7,0.206064,0.214088,34.57933,0,0
988,988,,2,7,0.196576,0.203902,48.024216,0,0
922,922,,2,7,0.202186,0.210167,41.488973,0,0
823,823,,2,6,0.211339,0.218769,10.584679,0,0
986,986,,2,6,0.212916,0.220804,28.334678,0,0
874,874,,2,7,0.209346,0.217637,53.885035,0,0
898,898,,2,7,0.211697,0.219288,170.183904,0,0
981,981,,2,7,0.201208,0.207953,53.101543,0,0
740,740,,2,7,0.215441,0.223876,30.156841,0,0
983,983,,2,8,0.187359,0.193924,98.698987,0,0
957,957,,2,7,0.199361,0.207441,61.238284,0,0
